08-10-2026 11:59:18 RAM 2901/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [0%@1343,0%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.812C soc2@45.437C soc0@45.625C gpu@45.781C tj@45.812C soc1@45.437C VDD_IN 3634mW/3692mW VDD_CPU_GPU_CV 484mW/496mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:19 RAM 2901/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [2%@729,0%@729,1%@729,0%@729,0%@729,1%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.562C soc2@45.468C soc0@45.343C gpu@45.687C tj@45.687C soc1@45.406C VDD_IN 3674mW/3692mW VDD_CPU_GPU_CV 484mW/496mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:20 RAM 2900/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [0%@729,1%@729,6%@729,2%@729,1%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.656C soc2@45.437C soc0@45.375C gpu@45.968C tj@45.968C soc1@45.5C VDD_IN 3674mW/3692mW VDD_CPU_GPU_CV 484mW/496mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:22 RAM 2900/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [2%@1343,3%@729,1%@729,0%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.625C soc2@45.531C soc0@45.406C gpu@45.937C tj@45.937C soc1@45.531C VDD_IN 3674mW/3691mW VDD_CPU_GPU_CV 484mW/495mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:23 RAM 2900/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [1%@1343,0%@729,2%@729,0%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.718C soc2@45.468C soc0@45.375C gpu@45.687C tj@45.687C soc1@45.406C VDD_IN 3674mW/3691mW VDD_CPU_GPU_CV 484mW/495mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:24 RAM 2900/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [6%@1074,1%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.875C soc2@45.437C soc0@45.468C gpu@45.593C tj@45.875C soc1@45.375C VDD_IN 3634mW/3689mW VDD_CPU_GPU_CV 484mW/495mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:25 RAM 2901/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [2%@1343,3%@729,2%@729,2%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.812C soc2@45.406C soc0@45.437C gpu@45.593C tj@45.812C soc1@45.343C VDD_IN 3674mW/3689mW VDD_CPU_GPU_CV 484mW/495mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:26 RAM 2904/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [1%@729,0%@729,0%@729,3%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.625C soc2@45.343C soc0@45.375C gpu@45.625C tj@45.812C soc1@45.468C VDD_IN 3674mW/3689mW VDD_CPU_GPU_CV 484mW/494mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:27 RAM 2904/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [0%@729,5%@729,0%@729,1%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.625C soc2@45.437C soc0@45.312C gpu@45.843C tj@45.843C soc1@45.437C VDD_IN 3674mW/3688mW VDD_CPU_GPU_CV 484mW/494mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:28 RAM 2904/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [2%@1344,2%@1344,1%@1344,0%@1345,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.843C soc2@45.375C soc0@45.468C gpu@45.875C tj@45.875C soc1@45.406C VDD_IN 3634mW/3687mW VDD_CPU_GPU_CV 484mW/494mW VDD_SOC 1090mW/1091mW
